Name,College,Position,GP,MIN,PTS,FGM,FGA,FGPct,3PM,3PA,3PPct,FTM,FTA,FTPct,REB,AST,STL,BLK,TO,TS_pct,PPM,AST_TO,3PA_rate,FTA_rate,Archetype_k2,Archetype,Efficiency_Score,PPG_Rank,Eff_Rank,Rank_Delta
Tyler Boston,HC,G,28,31.8,13.9,4.5,10.3,43.3,1.5,4.1,36.8,3.5,4.4,79.5,3.5,3.4,0.9,0.0,1.8,0.5679960771493953,0.4371069182389937,1.8888888888888888,0.3980582524271844,0.4271844660194175,Perimeter Snipers,Shot Creators,-0.12279744600624187,430,275,155
Angelo Brizzi,BUF,G,27,28.7,13.9,4.4,9.0,48.6,1.7,4.1,40.5,3.5,4.1,85.5,2.6,1.6,1.9,0.3,1.9,0.6432802665679378,0.4843205574912892,0.8421052631578948,0.4555555555555555,0.4555555555555555,Perimeter Snipers,Versatile Playmakers,0.07417515682125342,430,215,215
Malik Dia,MISS,F,27,23.7,13.9,5.0,11.3,44.4,0.5,2.1,25.0,3.3,4.7,70.6,6.0,0.9,0.6,0.9,1.6,0.5198982645122681,0.5864978902953587,0.5625,0.18584070796460175,0.415929203539823,Perimeter Snipers,Shot Creators,-0.4039176853732893,430,378,52
Lazar Djokovic,VCU,F,27,27.4,13.9,4.1,7.9,52.8,0.7,1.7,38.3,4.9,6.4,76.4,5.7,1.0,0.6,1.3,1.5,0.6485628966032101,0.5072992700729927,0.6666666666666666,0.2151898734177215,0.810126582278481,Paint Bruisers,Versatile Playmakers,0.7386156336922888,430,53,377
Jamal West Jr.,UTEP,F,27,31.3,13.9,5.1,9.3,55.6,0.2,0.8,27.3,3.4,5.2,65.0,6.6,1.5,0.9,1.3,1.9,0.5997583707283396,0.4440894568690096,0.7894736842105263,0.08602150537634408,0.5591397849462365,Paint Bruisers,Paint Dominators,-0.1477318043353898,430,286,144
Peter Bandelj,CP,G,27,31.0,13.9,4.1,9.6,43.1,1.9,5.2,36.4,3.7,4.3,86.2,4.0,3.3,1.2,0.2,2.6,0.6047685346327881,0.4483870967741936,1.2692307692307692,0.5416666666666667,0.4479166666666667,Perimeter Snipers,Perimeter Snipers,-0.1024138536269163,430,266,164
Baba Miller,CIN,F,25,31.6,13.9,5.1,9.5,53.6,0.3,1.7,18.6,3.4,5.1,66.4,10.2,3.4,0.9,1.3,2.1,0.5917915531335151,0.439873417721519,1.6190476190476188,0.17894736842105263,0.5368421052631579,Paint Bruisers,Paint Dominators,0.09745866915073574,430,210,220
Jake Lemelman,MERC,G,29,29.5,13.9,5.2,11.9,44.2,1.8,4.6,40.2,1.6,1.9,83.3,2.6,3.0,1.3,0.1,1.7,0.5456972361809045,0.4711864406779661,1.7647058823529411,0.38655462184873945,0.15966386554621848,Perimeter Snipers,Perimeter Snipers,-0.6408896582924096,430,433,-3
Kylan Boswell,ILL,G,21,31.7,13.9,4.7,10.0,46.4,1.3,4.3,30.8,3.2,4.0,80.7,4.4,3.6,0.8,0.0,1.2,0.5909863945578232,0.4384858044164038,3.0,0.43,0.4,Perimeter Snipers,Perimeter Snipers,0.41797641683517295,430,116,314
Cam McDowell,TAR,G,21,23.9,13.9,4.9,10.2,47.4,1.0,3.1,33.8,3.1,3.5,87.8,3.3,1.2,1.7,0.2,1.9,0.591993185689949,0.5815899581589958,0.631578947368421,0.303921568627451,0.3431372549019608,Perimeter Snipers,Perimeter Snipers,-0.13183862133809796,430,279,151
Malik Mack,GTWN,G,27,31.4,13.9,4.4,11.7,38.0,1.8,5.7,31.4,3.2,3.8,84.3,2.9,4.2,0.9,0.1,1.9,0.5197427460364942,0.4426751592356688,2.210526315789474,0.4871794871794872,0.3247863247863248,Perimeter Snipers,Shot Creators,-0.41053108301686136,430,381,49
Jackson Rasmussen,IDHO,F,27,30.9,13.9,5.1,10.3,49.5,0.9,3.1,30.1,2.7,3.9,69.5,4.4,1.3,0.6,0.3,2.0,0.5783954727030626,0.4498381877022654,0.65,0.30097087378640774,0.37864077669902907,Paint Bruisers,Versatile Playmakers,-0.617600902111819,430,427,3
Rienk Mast,NEB,F,26,28.6,13.8,5.2,11.3,45.4,1.5,4.8,32.3,2.0,2.5,81.3,6.2,3.1,0.5,0.3,1.8,0.5564516129032259,0.4825174825174825,1.7222222222222223,0.42477876106194684,0.22123893805309733,Perimeter Snipers,Shot Creators,-0.45042719441197143,451,392,59
Isaac Garrett,OAK,F,25,29.2,13.8,5.2,9.8,52.8,0.2,0.9,22.7,3.2,3.9,82.7,7.2,2.4,1.2,1.0,1.9,0.5991663772143105,0.47260273972602745,1.263157894736842,0.09183673469387754,0.39795918367346933,Paint Bruisers,Versatile Playmakers,-0.13449795981026041,451,281,170
Ryan Curry,ARMY,G,28,33.6,13.8,4.5,11.0,40.5,2.6,7.1,36.5,2.3,2.8,81.0,4.1,4.6,0.9,0.1,2.2,0.5640941792020929,0.4107142857142857,2.0909090909090904,0.6454545454545454,0.2545454545454545,Perimeter Snipers,Perimeter Snipers,-0.4609648597668441,451,399,52
Asa Thomas,FUR,G,22,29.0,13.8,4.5,10.7,41.9,3.3,8.3,40.1,1.5,2.0,76.7,4.1,2.1,0.4,0.5,0.6,0.5958549222797928,0.47586206896551725,3.5000000000000004,0.7757009345794393,0.1869158878504673,Perimeter Snipers,Perimeter Snipers,0.41266798302880914,451,118,333
Ponce James,DSU,G,22,32.0,13.8,4.6,12.2,38.1,1.6,4.7,34.0,3.0,3.5,85.5,2.6,3.3,2.0,0.0,2.0,0.5021834061135372,0.43125,1.65,0.3852459016393443,0.2868852459016394,Perimeter Snipers,Shot Creators,-0.8457184405912215,451,472,-21
Blue Cain,UGA,G,27,28.0,13.8,5.0,10.5,47.3,1.4,4.8,29.2,2.5,2.8,89.3,5.2,2.5,1.5,0.1,0.9,0.5881350153426527,0.4928571428571429,2.7777777777777777,0.45714285714285713,0.26666666666666666,Perimeter Snipers,Perimeter Snipers,0.27501869138949986,451,157,294
Donald Hand Jr.,BC,G,24,33.2,13.8,4.1,12.3,33.6,1.3,5.5,23.3,4.3,6.0,71.3,5.0,1.4,0.5,0.1,1.8,0.4618473895582329,0.41566265060240964,0.7777777777777777,0.44715447154471544,0.4878048780487805,Perimeter Snipers,Shot Creators,-1.1276182354287014,451,495,-44
Tyler Perkins,VILL,G,27,29.2,13.8,4.8,10.9,44.4,1.9,5.2,36.2,2.3,3.0,75.3,5.6,1.6,1.1,0.3,0.7,0.5646481178396072,0.47260273972602745,2.285714285714286,0.47706422018348627,0.27522935779816515,Perimeter Snipers,Shot Creators,-0.11442332629463187,451,273,178
Massamba Diop,ASU,C,27,29.3,13.8,5.2,9.1,57.6,0.1,0.5,28.6,3.2,4.3,74.1,6.0,1.1,0.7,2.1,1.7,0.6277292576419214,0.4709897610921502,0.6470588235294118,0.054945054945054944,0.4725274725274725,Paint Bruisers,Versatile Playmakers,-0.10943325140410393,451,269,182
Kael Robinson,NKU,F,26,25.7,13.8,4.8,10.7,45.1,2.2,5.7,39.5,1.9,2.3,83.3,4.6,1.3,0.7,0.3,1.7,0.5891393442622951,0.5369649805447472,0.7647058823529412,0.5327102803738318,0.21495327102803738,Perimeter Snipers,Perimeter Snipers,-0.4813072861423875,451,404,47
Cord Stansberry,WCU,G,26,29.3,13.8,4.3,12.1,35.7,2.0,6.4,30.5,3.2,4.0,79.8,3.8,2.0,0.8,0.0,1.4,0.4978354978354979,0.4709897610921502,1.4285714285714286,0.5289256198347108,0.3305785123966942,Perimeter Snipers,Shot Creators,-0.7383237114814974,451,455,-4
Alonzo Dodd,APP,G,30,31.5,13.8,4.9,10.4,47.1,1.1,3.9,29.1,2.8,4.0,70.2,5.2,4.4,0.8,0.3,2.5,0.5674342105263158,0.4380952380952381,1.7600000000000002,0.375,0.3846153846153846,Perimeter Snipers,Shot Creators,-0.2504479230172988,451,322,129
Elijah Davis,MORG,G,21,34.1,13.8,4.9,10.6,46.2,0.2,0.9,21.1,3.8,5.4,69.9,3.5,6.0,1.4,0.1,2.5,0.531750924784217,0.404692082111437,2.4,0.0849056603773585,0.5094339622641509,Paint Bruisers,Shot Creators,-0.0812702033871287,451,262,189
Koa Peat,ARIZ,F,25,27.0,13.8,5.4,10.0,54.2,0.2,0.7,33.3,2.6,4.4,60.6,5.4,2.6,0.7,0.7,1.7,0.5780831099195711,0.5111111111111112,1.5294117647058825,0.06999999999999999,0.44000000000000006,Paint Bruisers,Versatile Playmakers,0.07663557760113868,451,214,237
Andrej Stojakovic,ILL,G,25,27.3,13.8,5.1,10.2,49.6,0.7,2.8,24.6,2.9,3.5,83.9,4.5,1.1,0.4,0.5,1.4,0.5877342419080069,0.5054945054945055,0.7857142857142858,0.27450980392156865,0.3431372549019608,Perimeter Snipers,Versatile Playmakers,-0.3697533352534723,451,358,93
Kahlil Singleton,CAN,G,28,34.5,13.8,4.4,10.8,40.5,2.9,7.6,38.2,2.1,2.4,88.2,3.2,0.9,0.3,0.1,0.6,0.5819838056680161,0.4,1.5,0.7037037037037036,0.2222222222222222,Perimeter Snipers,Perimeter Snipers,-0.7046965290334078,451,448,3
Ryan Beasley,SF,G,28,33.4,13.8,4.3,10.5,40.6,1.6,5.0,31.7,3.7,4.4,84.4,3.2,3.9,1.1,0.1,1.6,0.5548407848182696,0.4131736526946108,2.4375,0.47619047619047616,0.41904761904761906,Perimeter Snipers,Shot Creators,-0.06905890566677614,451,257,194
Chance Gladden,BU,G,28,32.9,13.8,4.5,9.8,46.4,0.9,3.0,30.6,3.8,4.2,89.0,3.3,4.9,0.7,0.2,2.6,0.5923763736263736,0.419452887537994,1.8846153846153846,0.3061224489795918,0.42857142857142855,Perimeter Snipers,Versatile Playmakers,-0.05499140373964864,451,254,197
Chris Bell,CAL,F,27,27.8,13.7,4.2,9.4,44.5,2.0,5.2,39.0,3.3,3.9,85.7,2.7,0.7,0.4,0.6,1.3,0.6162288593019072,0.49280575539568344,0.5384615384615384,0.5531914893617021,0.4148936170212766,Perimeter Snipers,Perimeter Snipers,-0.2380807985177135,469,315,154
Nolan Winter,WIS,F,27,31.4,13.7,5.1,8.9,57.7,1.0,3.1,32.5,2.4,3.3,74.2,8.8,1.6,0.5,1.2,0.9,0.6617078825347759,0.43630573248407645,1.777777777777778,0.34831460674157305,0.37078651685393255,Paint Bruisers,Versatile Playmakers,0.2355257326193485,469,166,303
DJ Dudley,LT,G,27,30.9,13.7,5.0,11.6,42.7,1.7,4.6,38.2,2.1,3.1,66.7,3.0,1.9,0.9,0.1,2.4,0.5283863005245294,0.44336569579288027,0.7916666666666666,0.396551724137931,0.26724137931034486,Perimeter Snipers,Shot Creators,-1.0491580738777906,469,491,-22
Micah Simpson,ALST,G,28,32.5,13.7,4.6,13.1,35.5,2.3,6.8,33.9,2.1,2.8,75.9,3.6,3.6,1.4,0.2,2.7,0.47795143734300866,0.42153846153846153,1.3333333333333333,0.5190839694656488,0.21374045801526717,Perimeter Snipers,Shot Creators,-1.271936616320826,469,500,-31
Tucker DeVries,IU,F,27,33.6,13.7,4.5,11.2,39.9,2.7,7.8,34.3,2.1,2.4,84.8,5.2,3.2,1.0,0.5,1.5,0.5589099216710183,0.4077380952380952,2.1333333333333333,0.6964285714285715,0.2142857142857143,Perimeter Snipers,Perimeter Snipers,-0.5532272649765038,469,416,53
Connor Sevilla,UCD,G,27,31.0,13.7,4.0,9.2,43.1,2.3,5.5,42.6,3.4,3.9,89.4,1.7,0.8,0.8,0.0,1.4,0.6275192378160499,0.4419354838709677,0.5714285714285715,0.5978260869565218,0.4239130434782609,Perimeter Snipers,Perimeter Snipers,-0.33380671709356613,469,343,126
Kanaan Carlyle,FAU,G,23,30.6,13.7,4.5,11.0,41.1,2.0,6.1,31.9,2.7,3.0,88.6,3.6,3.1,1.0,0.1,2.5,0.5560064935064934,0.44771241830065356,1.24,0.5545454545454546,0.2727272727272727,Perimeter Snipers,Perimeter Snipers,-0.6889640879352752,469,444,25
Daniel Mayfield,MVSU,F,23,30.3,13.7,5.3,12.3,43.1,0.7,2.1,32.7,2.4,2.9,82.1,6.4,1.4,1.0,0.8,2.1,0.5045668827342369,0.4521452145214521,0.6666666666666666,0.17073170731707316,0.23577235772357721,Perimeter Snipers,Shot Creators,-1.25283169822302,469,499,-30
Ian Scott,INST,F,29,30.1,13.7,5.2,8.2,63.7,0.6,1.5,38.6,2.7,3.8,70.9,6.7,2.5,1.2,0.9,2.0,0.6938816855753647,0.4551495016611295,1.25,0.1829268292682927,0.4634146341463415,Paint Bruisers,Versatile Playmakers,0.4233159534668461,469,113,356
Damon Wilkinson,SDST,C,29,23.8,13.7,5.1,8.6,59.6,0.0,0.0,0.0,3.4,4.7,72.8,6.5,1.3,0.4,0.9,1.5,0.6421072365954256,0.5756302521008403,0.8666666666666667,0.0,0.5465116279069768,Paint Bruisers,Paint Dominators,0.5724529938477907,469,85,384
Jalen Shelley,LMU,F,25,31.1,13.7,4.7,10.3,45.7,1.0,3.5,28.7,3.2,4.6,70.4,6.6,2.7,0.7,0.6,2.3,0.5558260305095747,0.4405144694533762,1.173913043478261,0.3398058252427184,0.44660194174757273,Perimeter Snipers,Shot Creators,-0.4374790114842424,469,388,81
Chase Walker,ILST,F,25,23.2,13.7,4.9,9.2,52.8,0.2,0.9,26.1,3.7,5.0,73.0,5.4,2.1,1.0,0.5,2.4,0.6008771929824562,0.5905172413793104,0.8750000000000001,0.09782608695652174,0.5434782608695653,Paint Bruisers,Versatile Playmakers,0.40222681637991897,469,121,348
Addison Patterson,EMU,F,28,29.6,13.7,5.7,10.1,56.3,0.7,2.3,29.7,1.6,2.1,73.3,5.3,2.6,1.2,0.3,2.3,0.6213715529753265,0.4628378378378378,1.1304347826086958,0.2277227722772277,0.20792079207920794,Paint Bruisers,Versatile Playmakers,-0.4396995827965323,469,389,80
Mark Drone,TXST,G,28,30.0,13.7,5.1,11.6,43.6,0.9,3.2,28.9,2.6,3.2,82.0,3.4,3.0,1.0,0.1,2.7,0.5265990159901599,0.45666666666666667,1.111111111111111,0.27586206896551724,0.27586206896551724,Perimeter Snipers,Shot Creators,-0.8628818530603513,469,478,-9
Tre White,KU,G,27,31.7,13.7,4.1,9.0,46.3,1.5,3.7,40.4,3.9,4.5,86.1,6.7,1.9,0.7,0.4,1.9,0.6238615664845173,0.43217665615141954,1.0,0.41111111111111115,0.5,Perimeter Snipers,Versatile Playmakers,-0.07817202500030535,469,261,208
Austin Green,UML,F,24,27.3,13.7,5.0,8.5,58.0,0.0,0.0,0.0,3.8,6.3,59.6,7.8,1.1,0.5,0.5,1.4,0.6077004968062455,0.5018315018315018,0.7857142857142858,0.0,0.7411764705882353,Paint Bruisers,Paint Dominators,0.4255613912150367,469,111,358
Zyree Collins,APSU,G,27,28.5,13.7,4.6,10.4,44.0,1.1,3.3,33.7,3.4,4.6,73.4,2.9,4.1,2.3,0.0,2.5,0.5513522215067611,0.4807017543859649,1.64,0.3173076923076923,0.44230769230769224,Perimeter Snipers,Shot Creators,-0.12939847361629409,469,278,191
Bryan Ndjonga,CAN,F,29,32.6,13.7,4.8,11.4,42.0,1.1,3.4,33.0,2.9,3.9,75.2,5.7,1.8,0.6,0.7,2.3,0.5222628850259226,0.4202453987730061,0.782608695652174,0.2982456140350877,0.34210526315789475,Perimeter Snipers,Shot Creators,-1.0388403324777813,469,490,-21
Khouri Carvey,NCCU,F,22,26.1,13.6,5.5,9.5,57.4,0.1,0.5,25.0,2.6,4.7,55.3,6.3,1.5,1.1,1.0,1.8,0.5878284923928078,0.5210727969348659,0.8333333333333333,0.05263157894736842,0.4947368421052632,Paint Bruisers,Paint Dominators,-0.025603808789223442,484,245,239
Kamari Lands,MTSU,G,27,30.1,13.6,4.7,11.4,40.8,2.1,6.2,33.9,2.2,2.9,76.6,3.9,2.2,1.0,0.4,1.3,0.5364468286525718,0.4518272425249169,1.6923076923076923,0.543859649122807,0.25438596491228066,Perimeter Snipers,Shot Creators,-0.6249226703242258,484,428,56
Ven-Allen Lubin,NCSU,F,27,27.6,13.6,5.4,7.9,68.9,0.1,0.4,27.3,2.7,3.9,70.2,7.0,1.0,0.5,0.9,0.9,0.7071547420965059,0.49275362318840576,1.1111111111111112,0.05063291139240506,0.49367088607594933,Paint Bruisers,Paint Dominators,0.6285916169779279,484,71,413
Carmelo Adkins,UPST,G,29,29.4,13.6,4.3,10.8,39.9,2.0,5.8,34.1,3.0,3.8,80.0,4.8,1.4,0.9,0.1,1.9,0.5452212957023732,0.46258503401360546,0.7368421052631579,0.537037037037037,0.3518518518518518,Perimeter Snipers,Shot Creators,-0.7614933575594451,484,460,24
CJ Ray,CHST,F,29,31.0,13.6,5.0,12.0,41.8,1.4,3.7,37.4,2.2,2.5,86.3,4.8,1.2,0.9,0.1,1.2,0.5190839694656488,0.43870967741935485,1.0,0.30833333333333335,0.20833333333333334,Perimeter Snipers,Shot Creators,-1.1340750134239117,484,496,-12
Kolton Mitchell,IDHO,G,28,30.4,13.6,4.1,10.6,38.4,2.3,6.2,36.4,3.2,4.1,78.9,3.0,4.0,1.3,0.1,1.8,0.5482102547565302,0.4473684210526316,2.2222222222222223,0.5849056603773585,0.38679245283018865,Perimeter Snipers,Shot Creators,-0.12548064347537252,484,277,207
Tey Barbour,HARV,G,25,33.4,13.6,4.2,8.8,47.7,2.6,6.4,40.6,2.6,3.1,83.3,5.1,1.4,0.6,0.3,1.1,0.6690279417552144,0.40718562874251496,1.2727272727272725,0.7272727272727273,0.35227272727272724,Perimeter Snipers,Perimeter Snipers,-0.07291504448288662,484,259,225
Fletcher Loyer,PUR,G,27,28.3,13.6,4.0,9.3,42.9,2.6,6.4,40.2,3.0,3.4,89.0,2.3,1.8,0.6,0.0,1.1,0.6298629121896998,0.48056537102473496,1.6363636363636362,0.6881720430107526,0.3655913978494623,Perimeter Snipers,Perimeter Snipers,0.15785682472757376,484,188,296
Melvin Council Jr.,KU,G,27,34.7,13.6,5.2,12.8,40.6,1.2,3.6,34.4,2.0,2.6,77.1,4.8,5.1,1.0,0.3,1.7,0.48766494549627076,0.39193083573487025,3.0,0.28125,0.203125,Perimeter Snipers,Shot Creators,-0.6575361252410756,484,438,46
TJ Wainwright,PAC,G,30,31.8,13.6,4.6,10.5,43.4,2.2,5.6,40.1,2.2,2.4,93.0,3.9,1.4,0.7,0.0,1.5,0.5884389061959154,0.42767295597484273,0.9333333333333332,0.5333333333333333,0.22857142857142856,Perimeter Snipers,Perimeter Snipers,-0.7915669358805602,484,464,20
Tarris Reed Jr.,CONN,C,23,25.6,13.6,5.6,8.7,64.5,0.0,0.1,0.0,2.3,4.3,54.5,7.6,2.3,1.0,2.0,1.9,0.6419939577039275,0.53125,1.2105263157894737,0.01149425287356322,0.4942528735632184,Paint Bruisers,Paint Dominators,0.45948787438855077,484,105,379
Koree Cotton,RGV,G,28,26.0,13.5,4.5,9.5,47.2,1.5,3.8,41.0,3.1,3.9,78.2,4.8,2.4,1.0,1.1,2.1,0.6018188302425107,0.5192307692307693,1.1428571428571428,0.39999999999999997,0.4105263157894737,Perimeter Snipers,Versatile Playmakers,0.022955894059327908,495,232,263
Jalik Dunkley,NICH,G,25,28.8,13.5,5.1,8.8,57.5,0.5,1.3,36.4,2.9,5.5,52.2,7.0,1.1,1.0,0.7,1.8,0.6016042780748663,0.46875,0.6111111111111112,0.1477272727272727,0.625,Paint Bruisers,Paint Dominators,-0.005240104786522148,495,240,255
Morez Johnson Jr.,MICH,F,27,24.3,13.5,5.1,7.8,66.2,0.2,0.6,37.5,3.0,3.8,79.4,7.3,1.2,0.8,1.2,1.3,0.7126266891891893,0.5555555555555556,0.923076923076923,0.07692307692307693,0.48717948717948717,Paint Bruisers,Versatile Playmakers,0.7989465577798393,495,44,451
Madden Collins,AMER,G,29,22.3,13.5,5.3,10.4,50.7,0.7,3.0,22.1,2.3,3.3,69.8,5.0,2.0,1.3,0.5,1.5,0.5695241309483632,0.6053811659192825,1.3333333333333333,0.28846153846153844,0.3173076923076923,Paint Bruisers,Shot Creators,0.07845782288691411,495,213,282
Zane Nelson,DEN,G,28,24.8,13.5,4.3,10.0,43.1,1.9,4.5,42.9,2.9,3.7,78.8,3.8,2.5,1.0,0.1,1.6,0.5804953560371517,0.5443548387096774,1.5625,0.45,0.37,Perimeter Snipers,Perimeter Snipers,0.10182356076227028,495,209,286
Armani Mighty,MER,C,29,30.8,13.5,5.3,8.0,66.4,0.0,0.0,0.0,2.9,5.1,55.7,10.5,1.1,0.7,1.8,1.6,0.6589222959781336,0.4383116883116883,0.6875,0.0,0.6375,Paint Bruisers,Paint Dominators,0.24668940946490336,495,164,331
Jaden Bradley,ARIZ,G,27,29.9,13.5,4.5,9.4,47.6,0.6,1.6,37.2,3.9,5.0,77.9,3.5,4.6,1.7,0.0,1.7,0.5818965517241379,0.45150501672240806,2.705882352941176,0.1702127659574468,0.5319148936170213,Paint Bruisers,Versatile Playmakers,0.5271870232009152,495,93,402
Dovydas Butka,CAM,F,25,33.4,13.5,5.1,10.6,48.5,0.2,1.1,17.9,3.0,5.5,55.5,8.8,2.4,1.5,0.1,2.2,0.5184331797235023,0.4041916167664671,1.0909090909090908,0.1037735849056604,0.5188679245283019,Paint Bruisers,Paint Dominators,-0.6796473057888268,495,442,53
Michael Cooper,WRST,G,25,26.5,13.5,4.8,11.0,43.8,1.6,4.5,34.5,2.2,2.8,81.2,2.8,2.2,0.6,0.3,1.3,0.551831262262917,0.5094339622641509,1.6923076923076923,0.4090909090909091,0.2545454545454545,Perimeter Snipers,Shot Creators,-0.3305720777375076,495,340,155
Kareem Rozier,WIN,G,28,29.2,13.5,4.4,11.2,39.5,2.9,7.6,38.7,1.7,2.2,77.0,2.2,3.3,1.4,0.0,0.9,0.5547337278106509,0.4623287671232877,3.6666666666666665,0.6785714285714286,0.19642857142857145,Perimeter Snipers,Perimeter Snipers,0.22651631326703503,495,169,326
William Kermoury,NE,G,24,26.8,13.5,4.7,10.2,45.7,2.9,6.9,41.6,1.3,1.8,71.4,3.0,2.3,1.0,0.0,1.4,0.6140829694323144,0.503731343283582,1.6428571428571428,0.6764705882352942,0.17647058823529413,Perimeter Snipers,Perimeter Snipers,-0.17290399943554546,495,297,198
