Name,College,Position,GP,MIN,PTS,FGM,FGA,FGPct,3PM,3PA,3PPct,FTM,FTA,FTPct,REB,AST,STL,BLK,TO,TS_pct,PPM,AST_TO,3PA_rate,FTA_rate,Archetype_k2,Archetype,Efficiency_Score,PPG_Rank,Eff_Rank,Rank_Delta
Kingston Flemings,HOU,G,27,31.4,16.6,6.2,12.6,49.0,1.2,3.1,38.1,3.1,3.6,84.7,3.9,5.2,1.6,0.4,2.0,0.5851663846587706,0.5286624203821657,2.6,0.24603174603174605,0.28571428571428575,Perimeter Snipers,Versatile Playmakers,0.3501147649594068,173,133,40
Darryl Simmons II,SBU,G,27,35.6,16.6,6.0,13.3,44.7,2.8,6.5,42.6,1.9,2.2,88.1,2.0,2.9,0.8,0.0,1.5,0.5817213344547238,0.4662921348314607,1.9333333333333333,0.48872180451127817,0.16541353383458646,Perimeter Snipers,Perimeter Snipers,-0.38427531703490037,173,367,-194
Jake Fiegen,COR,G,20,25.5,16.6,5.9,11.1,53.4,2.1,5.3,40.0,2.7,3.4,80.6,5.2,2.2,0.9,0.4,1.1,0.6589393458240712,0.6509803921568628,2.0,0.4774774774774775,0.3063063063063063,Perimeter Snipers,Versatile Playmakers,0.9849094170765917,173,25,148
Tariq Francis,RUTG,G,27,27.0,16.6,5.4,12.4,43.3,1.4,4.3,33.0,4.4,5.0,89.6,2.3,2.7,1.0,0.0,1.2,0.5684931506849314,0.6148148148148148,2.2500000000000004,0.34677419354838707,0.4032258064516129,Perimeter Snipers,Perimeter Snipers,0.6376474114558449,173,69,104
Kareem Thomas,DART,G,23,29.5,16.6,4.6,10.0,45.7,1.8,4.0,45.7,5.6,6.9,81.1,3.1,1.6,0.5,0.3,2.4,0.6366983737342744,0.5627118644067797,0.6666666666666667,0.4,0.6900000000000001,Perimeter Snipers,Versatile Playmakers,0.6658756261991414,173,62,111
Landon Lewis,BRWN,F,18,30.6,16.6,6.9,12.7,54.1,0.3,0.8,42.9,2.4,4.2,57.9,6.8,1.8,0.9,0.9,2.2,0.5705251580973331,0.542483660130719,0.8181818181818181,0.06299212598425198,0.33070866141732286,Paint Bruisers,Versatile Playmakers,-0.335792589932599,173,345,-172
Brett Decker Jr.,LIB,G,27,32.7,16.6,5.7,11.2,50.8,3.3,6.8,48.1,1.9,2.3,83.6,2.6,1.1,0.4,0.2,0.7,0.6796593514575828,0.5076452599388379,1.5714285714285716,0.6071428571428572,0.20535714285714285,Perimeter Snipers,Perimeter Snipers,0.21718065820554872,173,172,1
Gus Yalden,UVM,F,26,25.0,16.5,6.4,12.2,52.2,1.3,3.7,34.4,2.5,3.5,71.4,5.8,2.3,0.4,0.5,1.6,0.6004366812227075,0.66,1.4374999999999998,0.3032786885245902,0.2868852459016394,Perimeter Snipers,Versatile Playmakers,0.4350117237671985,179,107,72
Ty Harper,ORU,G,28,28.6,16.5,5.2,13.0,40.2,1.8,5.6,31.4,4.4,5.2,83.6,3.0,2.4,0.9,0.1,2.6,0.5396389324960753,0.5769230769230769,0.923076923076923,0.43076923076923074,0.4,Perimeter Snipers,Shot Creators,-0.2112658800104639,179,305,-126
Nils Machowski,WOF,G,29,33.1,16.5,5.4,12.6,42.7,2.7,7.2,37.5,3.1,3.8,80.2,5.7,2.6,0.7,0.5,1.8,0.578054932735426,0.49848942598187307,1.4444444444444444,0.5714285714285715,0.30158730158730157,Perimeter Snipers,Perimeter Snipers,-0.24855354036226207,179,319,-140
Nick Townsend,YALE,F,24,32.8,16.5,5.5,10.6,51.8,1.6,3.1,50.7,3.9,5.0,78.3,7.6,4.2,1.0,0.2,2.5,0.64453125,0.5030487804878049,1.6800000000000002,0.29245283018867924,0.4716981132075472,Perimeter Snipers,Versatile Playmakers,0.5243136521569087,179,94,85
Henri Veesaar,UNC,C,25,30.8,16.5,6.4,10.4,61.9,1.2,2.8,44.3,2.4,3.8,62.1,8.8,2.0,0.6,1.3,1.6,0.6833996023856859,0.5357142857142857,1.25,0.2692307692307692,0.36538461538461536,Paint Bruisers,Versatile Playmakers,0.48904443774987477,179,100,79
Tre Donaldson,MIA,G,27,34.1,16.4,5.9,12.9,45.3,1.5,4.6,33.1,3.2,4.1,77.7,3.6,5.9,1.3,0.2,2.1,0.5576713819368878,0.48093841642228735,2.8095238095238098,0.3565891472868217,0.31782945736434104,Perimeter Snipers,Shot Creators,0.16993591370431166,185,185,0
Emanuel Sharp,HOU,G,27,29.4,16.4,5.1,12.2,42.1,2.7,7.2,37.9,3.4,3.9,87.6,3.0,1.9,1.2,0.1,0.9,0.5892497844208106,0.5578231292517006,2.111111111111111,0.5901639344262296,0.319672131147541,Perimeter Snipers,Perimeter Snipers,0.3366359716882758,185,138,47
Christian Hammond,SCU,G,28,29.7,16.4,6.1,12.1,50.1,1.6,4.1,40.4,2.6,3.4,78.7,3.0,2.4,1.3,0.1,1.7,0.6031185642836128,0.5521885521885521,1.411764705882353,0.33884297520661155,0.2809917355371901,Perimeter Snipers,Versatile Playmakers,0.03375086969778055,185,230,-45
Joshua Jefferson,ISU,F,27,31.6,16.4,5.5,11.5,47.7,1.1,3.0,37.0,4.3,6.2,69.6,7.6,5.3,1.4,0.9,2.6,0.5763283666010682,0.5189873417721518,2.0384615384615383,0.2608695652173913,0.5391304347826087,Paint Bruisers,Versatile Playmakers,0.4809654812326557,185,101,84
Elias Ralph,PAC,F,30,34.1,16.4,5.7,12.0,47.5,1.6,3.9,41.5,3.4,3.8,87.8,6.7,1.9,0.8,1.0,2.0,0.5997659449970743,0.48093841642228735,0.95,0.325,0.31666666666666665,Perimeter Snipers,Perimeter Snipers,-0.37332512144985575,185,359,-174
David Green,TLSA,F,28,26.5,16.4,5.8,11.4,50.5,1.9,4.9,38.7,3.0,4.5,66.7,4.5,1.5,0.6,0.7,1.3,0.6128550074738415,0.6188679245283019,1.1538461538461537,0.4298245614035088,0.39473684210526316,Perimeter Snipers,Versatile Playmakers,0.42415737275670595,185,112,73
Adam Olsen,USA,F,28,36.4,16.4,5.1,12.8,39.8,3.2,8.3,38.4,3.1,3.7,83.5,4.2,1.0,1.1,0.1,1.0,0.5683393401718879,0.4505494505494505,1.0,0.6484375,0.2890625,Perimeter Snipers,Perimeter Snipers,-0.682375485861794,185,443,-258
Tarence Guinyard,DUQ,G,26,32.8,16.4,5.3,11.1,47.4,2.3,5.9,38.3,3.6,5.2,69.4,3.3,5.0,1.2,0.0,2.2,0.6124887959366596,0.5,2.2727272727272725,0.5315315315315315,0.4684684684684685,Perimeter Snipers,Versatile Playmakers,0.5793158758904441,185,83,102
Jonah Pierce,PRES,F,29,32.7,16.3,6.6,11.7,56.8,0.0,0.0,0.0,3.1,5.4,57.0,9.4,1.3,0.9,1.4,3.0,0.5789997158283603,0.4984709480122324,0.43333333333333335,0.0,0.4615384615384616,Paint Bruisers,Paint Dominators,-0.3798858667387799,191,364,-173
Jamal Fuller,LIU,G,28,33.2,16.3,5.6,10.5,53.2,1.6,3.7,44.2,3.5,4.7,75.6,5.3,2.6,1.1,0.9,2.1,0.648472310630172,0.49096385542168675,1.2380952380952381,0.3523809523809524,0.44761904761904764,Paint Bruisers,Versatile Playmakers,0.2762885389813551,191,156,35
Christian Bliss,DEL,G,27,39.7,16.3,4.9,11.7,41.9,2.1,5.3,39.4,4.4,5.2,84.4,5.4,5.9,1.7,0.1,3.1,0.5826422647983986,0.4105793450881612,1.903225806451613,0.452991452991453,0.4444444444444445,Perimeter Snipers,Perimeter Snipers,-0.10445065938409298,191,268,-77
Isaiah Johnson,COLO,G,27,29.8,16.3,4.9,10.1,48.2,1.7,4.4,37.8,4.8,6.0,80.7,2.7,2.7,1.0,0.0,1.4,0.6397174254317112,0.5469798657718121,1.9285714285714288,0.4356435643564357,0.594059405940594,Perimeter Snipers,Versatile Playmakers,0.977341587513104,191,26,165
Rob Lee Jr.,LAM,G,28,27.7,16.2,5.6,12.3,45.2,2.4,5.7,42.8,2.6,3.2,82.2,3.2,2.1,0.7,0.1,1.5,0.5908958272541581,0.5848375451263538,1.4000000000000001,0.46341463414634143,0.26016260162601623,Perimeter Snipers,Perimeter Snipers,0.04569439122774977,196,227,-31
Johnathan Lawson,LR,G,29,36.8,16.2,5.2,13.2,39.3,2.6,7.3,35.1,3.2,3.9,83.2,4.1,4.1,1.7,0.6,1.8,0.5430410297666936,0.44021739130434784,2.2777777777777777,0.5530303030303031,0.29545454545454547,Perimeter Snipers,Perimeter Snipers,-0.3174506617790124,196,336,-140
Trae Broadnax,RICE,G,27,30.7,16.2,5.5,12.5,44.2,1.3,4.1,32.1,3.8,4.8,79.8,5.3,3.4,1.3,0.3,2.3,0.554338899534629,0.5276872964169381,1.4782608695652175,0.32799999999999996,0.384,Perimeter Snipers,Shot Creators,-0.1107466627057577,196,270,-74
Jaden Zimmerman,QUIN,G,23,32.3,16.2,5.3,13.3,39.4,2.0,6.0,34.3,3.6,5.2,69.7,2.6,2.2,0.7,0.6,2.4,0.5196304849884525,0.5015479876160991,0.9166666666666667,0.45112781954887216,0.39097744360902253,Perimeter Snipers,Shot Creators,-0.6139199622297933,196,426,-230
Javon Jackson,MUR,G,30,25.2,16.2,5.4,12.8,42.4,1.6,4.4,35.9,3.7,4.3,86.2,2.3,2.8,1.2,0.1,2.3,0.5513204465014974,0.6428571428571428,1.2173913043478262,0.34375,0.33593749999999994,Perimeter Snipers,Shot Creators,0.10215668133337377,196,207,-11
Dailin Smith,CSUB,G,26,28.9,16.2,4.3,12.5,34.3,1.4,5.2,26.7,6.2,7.8,80.2,2.4,0.8,1.2,0.2,1.7,0.5084107456690936,0.5605536332179931,0.4705882352941177,0.41600000000000004,0.624,Perimeter Snipers,Shot Creators,-0.2326498935510689,196,313,-117
Justin McBride,JMU,F,27,27.4,16.1,5.8,11.6,49.7,1.3,3.3,40.4,3.3,4.1,79.3,5.6,1.4,0.4,0.7,1.8,0.6005669949268876,0.5875912408759125,0.7777777777777777,0.28448275862068967,0.35344827586206895,Perimeter Snipers,Versatile Playmakers,0.015066231931864238,202,233,-31
Justyn Fernandez,DEL,G,24,37.2,16.1,5.7,12.6,44.9,2.0,5.3,38.3,2.8,3.1,88.0,5.0,2.2,1.0,0.5,3.0,0.576482383271269,0.4327956989247312,0.7333333333333334,0.42063492063492064,0.24603174603174605,Perimeter Snipers,Perimeter Snipers,-0.889370275921886,202,481,-279
Nigel James Jr.,MARQ,G,27,28.6,16.1,6.1,12.6,48.2,1.3,3.3,38.9,2.7,3.9,69.2,3.2,4.9,1.7,0.3,2.7,0.5623079072366584,0.5629370629370629,1.8148148148148149,0.2619047619047619,0.30952380952380953,Perimeter Snipers,Shot Creators,0.06939016520416534,202,217,-15
Mason Falslev,USU,G,27,31.4,16.1,5.9,11.1,52.8,1.4,3.3,41.6,3.0,4.0,75.0,5.6,2.9,2.1,0.3,1.5,0.6259720062208399,0.5127388535031848,1.9333333333333333,0.2972972972972973,0.3603603603603604,Perimeter Snipers,Versatile Playmakers,0.36818396066369946,202,127,75
Josh Smith,WGA,G,27,27.1,16.1,5.4,13.9,38.8,2.0,5.9,34.8,3.3,4.6,71.8,1.9,2.1,0.9,0.2,1.3,0.5055262496860086,0.5940959409594097,1.6153846153846154,0.4244604316546763,0.3309352517985611,Perimeter Snipers,Shot Creators,-0.16816052268904777,202,295,-93
Wes Enis,USF,G,25,33.6,16.0,5.2,13.5,38.9,3.5,9.6,36.7,2.0,2.6,77.3,3.5,2.2,0.9,0.1,1.6,0.5462988254575253,0.47619047619047616,1.375,0.7111111111111111,0.1925925925925926,Perimeter Snipers,Perimeter Snipers,-0.7224437038795726,209,452,-243
Izaiyah Nelson,USF,F,27,27.5,16.0,5.7,9.7,58.6,0.2,1.4,16.2,4.4,6.3,70.0,10.0,1.0,1.6,1.6,1.4,0.6414368184733804,0.5818181818181818,0.7142857142857143,0.1443298969072165,0.6494845360824743,Paint Bruisers,Paint Dominators,0.709792886981546,209,57,152
Bradyn Hubbard,ACU,F,27,27.9,16.0,5.3,12.9,41.1,1.4,4.3,31.9,4.1,5.2,78.6,4.7,1.7,2.0,0.1,2.3,0.5267316302343955,0.5734767025089607,0.7391304347826088,0.3333333333333333,0.40310077519379844,Perimeter Snipers,Shot Creators,-0.36422871969692705,209,354,-145
Ernest Shelton,MRMK,G,29,36.7,16.0,4.4,11.2,39.5,2.9,8.2,35.9,4.3,4.9,86.7,3.0,0.8,1.2,0.5,1.0,0.5989817310572028,0.435967302452316,0.8,0.7321428571428571,0.43750000000000006,Perimeter Snipers,Perimeter Snipers,-0.3914832115939707,209,370,-161
Michael Ajayi,BUT,F,28,33.4,16.0,5.8,12.6,45.6,0.6,2.1,26.7,3.9,6.2,63.2,11.1,3.2,1.1,1.0,2.6,0.5219206680584552,0.47904191616766467,1.2307692307692308,0.16666666666666669,0.4920634920634921,Paint Bruisers,Shot Creators,-0.3761175488745151,209,361,-152
Ace Glass,WSU,G,29,28.2,16.0,5.4,12.0,45.2,2.2,6.0,36.8,3.0,3.3,88.7,3.2,2.3,0.8,0.1,2.4,0.5947071067499257,0.5673758865248227,0.9583333333333333,0.5,0.27499999999999997,Perimeter Snipers,Perimeter Snipers,-0.15410118242865734,209,290,-81
Joel Foxwell,PORT,G,29,35.3,16.0,5.6,13.5,41.1,2.1,6.3,33.2,2.8,3.5,80.2,4.0,6.8,1.5,0.1,3.3,0.5319148936170213,0.453257790368272,2.0606060606060606,0.4666666666666667,0.25925925925925924,Perimeter Snipers,Shot Creators,-0.4833446595895229,209,405,-196
Frank Mitchell,SBU,F,27,33.1,16.0,6.8,12.4,54.8,0.0,0.1,0.0,2.4,3.7,65.7,9.9,3.0,1.4,0.6,2.7,0.570287995437696,0.4833836858006042,1.111111111111111,0.008064516129032258,0.29838709677419356,Paint Bruisers,Paint Dominators,-0.48927377538774686,209,406,-197
Jamir Simpson,UTSA,G,27,34.0,16.0,5.5,14.0,39.1,1.8,6.0,30.2,3.2,4.3,73.5,4.1,2.1,0.9,0.1,1.9,0.5033979360684622,0.47058823529411764,1.105263157894737,0.42857142857142855,0.3071428571428571,Perimeter Snipers,Shot Creators,-0.8846477561160246,209,480,-271
Caleb Williams,LAF,G,29,32.0,15.9,5.0,12.9,39.0,2.5,7.3,34.4,3.3,3.8,87.4,3.5,3.3,0.6,0.1,2.2,0.5455668405160582,0.496875,1.4999999999999998,0.5658914728682171,0.2945736434108527,Perimeter Snipers,Perimeter Snipers,-0.419436345438857,219,382,-163
Spudd Webb,GASO,G,29,32.4,15.9,5.2,10.2,51.2,1.1,3.6,32.0,4.4,5.5,79.9,4.9,2.6,1.8,0.8,1.8,0.6299524564183836,0.49074074074074076,1.4444444444444444,0.35294117647058826,0.5392156862745099,Paint Bruisers,Versatile Playmakers,0.4219521443973569,219,115,104
Toyaz Solomon,UNCA,F,28,32.6,15.9,5.8,12.9,45.2,1.0,2.6,37.0,3.3,4.9,67.4,7.4,1.9,1.1,1.3,2.0,0.5280286928799149,0.48773006134969327,0.95,0.20155038759689922,0.3798449612403101,Perimeter Snipers,Shot Creators,-0.6249433807543225,219,429,-210
Zuby Ejiofor,SJU,F,27,30.0,15.9,5.0,9.3,53.4,0.4,1.3,30.6,5.6,7.9,70.6,7.2,3.4,1.2,1.9,2.3,0.6222604884157796,0.53,1.4782608695652175,0.13978494623655913,0.8494623655913979,Paint Bruisers,Paint Dominators,1.0843431226422655,219,20,199
Jake Hall,UNM,G,27,29.4,15.9,5.4,11.0,49.5,3.1,6.9,44.6,2.0,2.5,77.9,3.3,1.5,0.7,0.0,0.9,0.6570247933884298,0.5408163265306123,1.6666666666666665,0.6272727272727273,0.22727272727272727,Perimeter Snipers,Perimeter Snipers,0.29425647053003834,219,151,68
Rafael Castro,GW,F,21,25.9,15.9,5.8,9.1,63.9,0.0,0.0,0.0,4.3,6.5,66.2,9.0,1.6,1.9,1.5,1.5,0.6647157190635452,0.6138996138996139,1.0666666666666667,0.0,0.7142857142857143,Paint Bruisers,Paint Dominators,1.2128389100380756,219,12,207
Jalen Speer,MRSH,G,29,32.5,15.9,5.3,13.8,38.4,3.0,8.0,36.9,2.3,2.8,81.7,4.2,5.6,1.1,0.1,2.3,0.5288717402873869,0.48923076923076925,2.4347826086956523,0.5797101449275363,0.20289855072463767,Perimeter Snipers,Perimeter Snipers,-0.31262927853062494,219,335,-116
Jlynn Counter,COFC,G,28,30.9,15.9,5.1,11.0,46.3,1.0,3.0,33.7,4.8,5.9,80.6,5.2,5.6,1.5,0.2,3.0,0.5847308031774051,0.5145631067961165,1.8666666666666665,0.2727272727272727,0.5363636363636364,Perimeter Snipers,Versatile Playmakers,0.4342884736634052,219,108,111
Javon Bennett,DAY,G,27,34.8,15.9,5.1,13.4,37.7,2.3,7.0,32.4,3.5,3.9,90.4,2.5,3.0,1.5,0.2,1.5,0.5259327864514423,0.45689655172413796,2.0,0.5223880597014925,0.291044776119403,Perimeter Snipers,Perimeter Snipers,-0.4714441984124086,219,400,-181
Terry Anderson,HPU,F,30,25.9,15.9,5.2,9.1,57.4,0.5,1.7,30.0,5.0,6.4,77.2,5.6,1.4,1.4,0.3,1.3,0.6671701913393756,0.6138996138996139,1.0769230769230769,0.18681318681318682,0.7032967032967034,Paint Bruisers,Versatile Playmakers,1.2109966936047465,219,14,205
Ethan Potter,UTU,F,29,30.8,15.9,6.3,10.8,58.5,0.1,0.6,18.8,3.1,4.0,78.4,7.9,1.8,0.8,0.9,1.2,0.6329617834394904,0.5162337662337663,1.5,0.05555555555555555,0.37037037037037035,Paint Bruisers,Paint Dominators,0.2572431867003389,219,163,56
Thijs De Ridder,UVA,F,27,27.8,15.9,5.7,11.1,51.8,0.9,2.9,32.1,3.4,5.0,68.9,6.4,1.6,0.9,0.4,1.9,0.5977443609022556,0.5719424460431655,0.8421052631578948,0.26126126126126126,0.45045045045045046,Paint Bruisers,Versatile Playmakers,0.13989550136168322,219,195,24
Devin Vanterpool,FAU,G,24,31.2,15.8,5.4,12.4,43.8,2.2,6.2,35.1,2.8,3.6,78.2,6.3,2.4,1.5,0.8,2.1,0.5649313501144165,0.5064102564102565,1.1428571428571428,0.5,0.2903225806451613,Perimeter Snipers,Perimeter Snipers,-0.4349908315862383,228,387,-159
Dan Gherezgher,NKU,G,29,30.5,15.8,5.5,13.3,41.6,2.8,7.8,35.7,2.0,2.8,70.7,3.4,2.7,0.8,0.1,2.4,0.5436278557665841,0.5180327868852459,1.1250000000000002,0.5864661654135338,0.21052631578947367,Perimeter Snipers,Shot Creators,-0.6554526232531334,228,437,-209
Leroy Blyden Jr.,TOL,G,27,33.0,15.8,5.2,11.8,44.3,2.3,5.6,41.1,3.1,3.6,84.7,3.6,4.2,1.7,0.3,1.9,0.5902570233114166,0.4787878787878788,2.210526315789474,0.47457627118644063,0.30508474576271183,Perimeter Snipers,Perimeter Snipers,0.06811511506129642,228,218,10
Coleton Benson,UNO,G,28,33.8,15.8,4.6,11.6,40.0,2.9,7.4,38.6,3.6,4.0,91.9,2.9,1.6,0.6,0.0,1.8,0.5913173652694611,0.4674556213017752,0.888888888888889,0.6379310344827587,0.3448275862068966,Perimeter Snipers,Perimeter Snipers,-0.4440345710451461,228,391,-163
Tyler Lundblade,BEL,G,29,34.4,15.8,4.7,10.8,43.3,3.5,8.7,40.3,2.9,3.1,93.4,2.7,1.7,0.3,0.0,0.9,0.6494574153239066,0.4593023255813954,1.8888888888888888,0.8055555555555555,0.28703703703703703,Perimeter Snipers,Perimeter Snipers,0.15199306812710525,228,191,37
Nijel Pack,OU,G,27,30.0,15.7,5.7,12.3,45.9,3.2,7.2,44.1,1.2,1.4,89.2,3.4,3.0,0.6,0.3,1.7,0.6077733044286157,0.5233333333333333,1.7647058823529411,0.5853658536585366,0.1138211382113821,Perimeter Snipers,Perimeter Snipers,-0.19516815117727213,235,300,-65
Matas Vokietaitis,TEX,C,27,25.3,15.7,5.0,7.7,64.4,0.0,0.0,0.0,5.8,8.3,70.1,6.9,0.5,0.2,0.9,2.1,0.6915081042988019,0.6205533596837944,0.23809523809523808,0.0,1.077922077922078,Paint Bruisers,Paint Dominators,1.679718901480803,235,1,234
Stefan Vaaks,PROV,G,27,31.3,15.7,4.9,12.2,40.0,2.8,8.3,33.6,3.2,3.8,84.3,2.4,3.2,0.9,0.3,1.9,0.5658881199538639,0.5015974440894568,1.6842105263157896,0.6803278688524591,0.3114754098360656,Perimeter Snipers,Perimeter Snipers,-0.18640376441502976,235,298,-63
Robert McCray V,FSU,G,27,28.3,15.7,5.6,12.3,45.6,1.3,3.9,33.7,3.1,4.4,71.4,3.8,5.9,1.1,0.5,3.7,0.5514189379039055,0.5547703180212014,1.5945945945945945,0.31707317073170727,0.35772357723577236,Perimeter Snipers,Shot Creators,-0.025538494826738062,235,244,-9
Aaron Clark,PEPP,G,29,32.5,15.7,5.3,12.2,43.4,2.0,5.2,38.7,3.1,4.0,77.4,3.4,2.7,1.3,0.1,2.7,0.5623209169054442,0.48307692307692307,1.0,0.42622950819672134,0.3278688524590164,Perimeter Snipers,Shot Creators,-0.527482537031828,235,413,-178
Jaden Winston,MAN,G,29,35.2,15.7,5.2,11.0,47.5,1.4,3.8,37.6,3.9,4.8,81.2,3.0,3.8,2.5,0.0,2.2,0.5986882245271506,0.44602272727272724,1.727272727272727,0.34545454545454546,0.43636363636363634,Perimeter Snipers,Versatile Playmakers,0.025079474863232032,235,231,4
Jaiden Glover-Toscano,JOES,G,25,30.8,15.7,5.2,12.6,41.5,2.6,7.6,34.6,2.6,3.5,73.6,4.7,1.1,0.8,0.4,1.7,0.5551626591230551,0.5097402597402597,0.6470588235294118,0.6031746031746031,0.2777777777777778,Perimeter Snipers,Shot Creators,-0.7026449293754159,235,446,-211
Ezra Ausar,USC,F,27,29.5,15.7,5.1,8.6,59.7,0.0,0.0,0.0,5.4,8.2,66.5,6.4,1.8,1.0,0.4,2.2,0.6430209698558323,0.5322033898305084,0.8181818181818181,0.0,0.9534883720930232,Paint Bruisers,Paint Dominators,1.1148950976960097,235,18,217
Jackson Holcombe,UVU,G,27,29.1,15.7,6.0,11.0,54.2,0.2,1.1,16.7,3.6,5.3,66.7,7.3,3.7,2.4,1.3,2.4,0.5888088808880888,0.5395189003436426,1.5416666666666667,0.1,0.4818181818181818,Paint Bruisers,Paint Dominators,0.3173116937124805,235,144,91
Marqui Worthy Jr.,UCR,G,29,34.6,15.7,4.9,11.4,43.3,1.4,4.5,32.3,4.3,5.9,74.1,4.7,2.9,1.2,0.3,3.4,0.5608745355815947,0.453757225433526,0.8529411764705882,0.39473684210526316,0.5175438596491229,Perimeter Snipers,Shot Creators,-0.3694903871896428,235,357,-122
Karmani Gregory,UPST,G,29,30.4,15.6,5.3,13.0,41.0,1.9,5.9,32.4,3.0,4.0,75.9,2.2,2.9,1.0,0.1,2.2,0.5284552845528455,0.5131578947368421,1.3181818181818181,0.4538461538461539,0.3076923076923077,Perimeter Snipers,Shot Creators,-0.5043674311821355,243,408,-165
Jurian Dixon,UCI,G,28,29.8,15.6,5.6,13.1,42.4,2.1,5.4,39.3,2.4,3.0,78.6,3.4,2.3,1.1,0.0,1.4,0.5409153952843273,0.5234899328859061,1.6428571428571428,0.4122137404580153,0.22900763358778625,Perimeter Snipers,Shot Creators,-0.403511351254267,243,377,-134
Jadis Jones,LIN,G,24,32.6,15.6,6.0,9.8,60.6,0.0,0.3,0.0,3.7,5.7,64.2,8.3,2.6,1.5,1.0,1.8,0.6337341566460838,0.47852760736196315,1.4444444444444444,0.03061224489795918,0.5816326530612245,Paint Bruisers,Paint Dominators,0.4723562413478318,243,102,141
Jaquan Scott,UAPB,F,27,27.8,15.6,5.3,11.2,47.2,0.5,1.5,34.1,4.4,5.2,85.7,6.9,1.1,0.9,0.6,2.4,0.5782918149466192,0.5611510791366906,0.45833333333333337,0.13392857142857142,0.46428571428571436,Perimeter Snipers,Versatile Playmakers,-0.13904321412313592,243,283,-40
Jimmie Williams,DUQ,G,27,28.6,15.6,5.5,11.7,47.2,2.0,5.5,36.9,2.5,3.3,76.1,4.7,2.6,1.6,0.1,1.7,0.593065693430657,0.5454545454545454,1.5294117647058825,0.47008547008547014,0.28205128205128205,Perimeter Snipers,Perimeter Snipers,0.005262473039096938,243,237,6
Greyson Uelmen,UND,G,31,27.5,15.5,5.0,10.4,47.8,1.1,3.3,32.4,4.5,5.5,82.0,2.8,2.5,1.2,0.1,2.5,0.6045241809672387,0.5636363636363636,1.0,0.3173076923076923,0.5288461538461539,Perimeter Snipers,Versatile Playmakers,0.34942884158702925,249,134,115
Shilo Jackson,LEM,F,24,30.5,15.5,5.8,9.1,63.5,0.0,0.1,50.0,3.9,5.5,71.8,8.1,2.2,0.5,1.6,2.3,0.6727430555555556,0.5081967213114754,0.9565217391304349,0.01098901098901099,0.6043956043956045,Paint Bruisers,Versatile Playmakers,0.6301910277725448,249,70,179
Amarri Monroe,QUIN,F,28,33.4,15.5,5.7,13.8,41.6,1.2,4.4,27.0,2.9,3.8,76.6,8.3,2.3,2.4,0.9,2.6,0.5009048603929679,0.46407185628742514,0.8846153846153845,0.31884057971014496,0.27536231884057966,Perimeter Snipers,Shot Creators,-1.0691515174838095,249,493,-244
Braeden Speed,L-MD,G,29,32.6,15.5,4.9,10.9,44.6,1.7,4.7,35.6,4.1,5.0,83.3,4.6,3.6,1.0,0.3,2.1,0.5916030534351144,0.4754601226993865,1.7142857142857142,0.43119266055045874,0.4587155963302752,Perimeter Snipers,Perimeter Snipers,0.1285534434467199,249,197,52
Jalen Haralson,ND,F,24,26.6,15.5,5.7,11.2,50.9,0.2,1.0,20.8,3.9,6.0,64.1,3.7,2.6,0.5,0.3,2.9,0.559971098265896,0.5827067669172932,0.896551724137931,0.08928571428571429,0.5357142857142857,Paint Bruisers,Paint Dominators,0.14778255519536815,249,193,56
Aidan Kehoe,NAVY,C,29,33.4,15.5,6.6,9.0,73.8,0.0,0.0,0.0,2.2,4.7,47.4,10.8,2.1,1.2,1.2,1.9,0.7002168413444163,0.46407185628742514,1.105263157894737,0.0,0.5222222222222223,Paint Bruisers,Paint Dominators,0.5339306345675355,249,92,157
Xzayvier Brown,OU,G,27,31.7,15.5,5.4,11.7,46.2,1.7,5.0,34.8,2.9,3.2,90.8,3.0,3.0,1.3,0.2,1.8,0.5912419896246568,0.4889589905362776,1.6666666666666665,0.4273504273504274,0.27350427350427353,Perimeter Snipers,Perimeter Snipers,-0.16975420779005337,249,296,-47
Dayan Nessah,CLE,F,26,27.4,15.5,5.0,9.1,55.3,0.3,0.9,33.3,5.1,6.8,75.0,6.4,2.5,1.0,0.6,2.7,0.6409196162752233,0.5656934306569343,0.9259259259259258,0.09890109890109891,0.7472527472527473,Paint Bruisers,Versatile Playmakers,0.9075872981753161,249,38,211
Jordan Frison,UTC,G,29,29.4,15.4,5.6,10.4,53.8,1.5,3.4,44.4,2.7,3.2,84.8,3.4,3.9,0.8,0.1,1.8,0.6521002710027101,0.5238095238095238,2.1666666666666665,0.3269230769230769,0.3076923076923077,Perimeter Snipers,Versatile Playmakers,0.5536632120080246,259,88,171
Amon Dörries,BUCK,C,29,31.6,15.4,5.7,10.8,52.9,0.8,2.4,32.4,3.2,4.1,78.2,4.4,1.4,0.8,0.4,2.6,0.6109171691526499,0.4873417721518987,0.5384615384615384,0.2222222222222222,0.3796296296296296,Paint Bruisers,Versatile Playmakers,-0.34888299004160145,259,351,-92
Nick Anderson,RICE,G,27,28.7,15.4,4.8,11.1,43.5,2.7,6.6,40.7,3.1,3.7,84.2,4.2,1.1,1.2,0.4,1.1,0.6049654305468259,0.5365853658536586,1.0,0.5945945945945946,0.33333333333333337,Perimeter Snipers,Perimeter Snipers,-0.09146345980476953,259,264,-5
